Name,Rank,Work Field,Website,Publication Count,Publications
Yelda Yeşildal Eraydın,Dr. Arş. Gör.,"Güney-Batı (Oğuz) Türk Lehçeleri ve Edebiyatları, Dil Edinimi, Dilbilim",https://dergipark.org.tr/tr/pub/@yyesildal,0,
Mehmet Veysel Gün,Arş. Gör.,"Görüntü İşleme, Derin Öğrenme, Makine Öğrenmesi Algoritmaları",https://dergipark.org.tr/tr/pub/@mehmet-veysel-gun,0,
Erkan Çeçen,Arş. Gör.,Kardiyoloji,https://dergipark.org.tr/tr/pub/@erkan-cecen,0,
Nesligül Çakar,Bilinmiyor,"Eğitim Yönetimi, Öğretmen Eğitimi ve Eğitimcilerin Mesleki Gelişimi",https://dergipark.org.tr/tr/pub/@nesligul-cakar,0,
Beytullah Demir,Yüksek Lisans,Su Ürünleri Teknolojileri,https://dergipark.org.tr/tr/pub/@beytullah-demir,0,
Şahin Çatkın,Yüksek Lisans,Coğrafi Bilgi Sistemleri ve Mekansal Veri Modelleme,https://dergipark.org.tr/tr/pub/@sahin-catkin,0,
Ceren Özer,Arş. Gör.,"Matematiksel İktisat, Büyüme, Uluslararası Finans, Finansal Ekonomi, Dış Ticaret",https://dergipark.org.tr/tr/pub/@ceren-ozer,0,
Mehmet Polat,Yüksek Lisans,Ulaştırma Mühendisliği,https://dergipark.org.tr/tr/pub/@mehmet-polat-784596,0,
Ayfer Şahin Duman,Öğretim Görevlisi,"Hemşirelik, Acil Servis Hemşireliği",https://dergipark.org.tr/tr/pub/@ayfer.-,0,
Nurcan Yardımcı,Yüksek Lisans,Derin Öğrenme,https://dergipark.org.tr/tr/pub/@nurcan-yardimci,0,
Hakan Bağ,Doktora,Veteriner Biyokimya,https://dergipark.org.tr/tr/pub/@hakan-bag,0,
Furkan Samanci,Yüksek Lisans,İnşaat Mühendisliği (Diğer),https://dergipark.org.tr/tr/pub/@furkan-samanci,0,
Berkay Aydoğdu,Yüksek Lisans,"Renewable Energy Resources , Heat Transfer in Automotive",https://dergipark.org.tr/tr/pub/@berkay-aydogdu,0,
Ebru Ormanoğlu,Yüksek Lisans,Radyo Programcılığı,https://dergipark.org.tr/tr/pub/@ebru-ormanoglu,0,
Firdevs Aydın,Yüksek Lisans,"Architectural Computing and Visualisation Methods, Information Technologies in Architecture and Design, Architecture (Other), Building Physics",https://dergipark.org.tr/tr/pub/@firdevs-aydin-232020,0,
Elif Emre,Dr. Arş. Gör.,Anatomi,https://dergipark.org.tr/tr/pub/@elif-emre,0,
Yücel Gül,Bilinmiyor,"Görüntü İşleme, Yapay Görme, Doğal Dil İşleme, Yapay Zeka (Diğer)",https://dergipark.org.tr/tr/pub/@yucellgull,0,
Şeyma Kurşun,Yüksek Lisans,Halkla İlişkiler,https://dergipark.org.tr/tr/pub/@seyma-kursun,0,
Zeynep Sudan Bahçivan,Bilinmiyor,Matematik Eğitimi,https://dergipark.org.tr/tr/pub/@zeynep-sudan-bahcivan,1,Sosyal Medyada Öğretmen Olmak: Fenomen Öğretmenlerin Paylaşımlarının Eğitim Üzerindeki Etkileri
Bahar Durmuş,Bilinmiyor,Coğrafya Eğitimi,https://dergipark.org.tr/tr/pub/@bahar-durmus,0,
Elif Ezgi Batur,Bilinmiyor,Matematik Eğitimi,https://dergipark.org.tr/tr/pub/@elif-ezgi-batur,1,Sosyal Medyada Öğretmen Olmak: Fenomen Öğretmenlerin Paylaşımlarının Eğitim Üzerindeki Etkileri
Ömer Çağrı Çaça,Bilinmiyor,"İktisadi Düşünceler, İktisat Teorisi, Etik, İktisat Felsefesi",https://dergipark.org.tr/tr/pub/@omer-cagri-caca,0,
Abdulrahman Elhisso,Yüksek Lisans,Genel Jeoloji,https://dergipark.org.tr/tr/pub/@abdulrahman-elhisso-608056,0,
Mustafa Kaya,Yüksek Lisans,Parçacık ve Yüksek Enerji Fiziği (Diğer),https://dergipark.org.tr/tr/pub/@mustafa-kaya-747512,1,Investigation of Gamma Radiation Shielding in NiMnGa-Doped Multifunctional Smart Polymer Composites Using Geant4 and WinXCOM
Hasan Sadi Gençoğlu,Yüksek Lisans,Elektronik Harp,https://dergipark.org.tr/tr/pub/@hasan-sadi-gencoglu,0,
Osamah Shahadha Sulaiman,Bilinmiyor,"Klinik Farmakoloji ve Terapötikler, Hücre Metabolizması",https://dergipark.org.tr/tr/pub/@osamah-shahadha-sulaiman,0,
Sinan Balıbey,Yüksek Lisans,"Makine Öğrenmesi Algoritmaları, Denetimli Öğrenme",https://dergipark.org.tr/tr/pub/@sinan-balibey,0,
Saynur Ural,Doktora,"İletişim Teknolojisi ve Dijital Medya Çalışmaları, Kitle İletişimi, İletişim Sosyolojisi",https://dergipark.org.tr/tr/pub/@saynur-ural,0,
Yunus Ardiçoğlu,Öğretim Görevlisi,"Bilgisayar Destekli Tasarım, Üretimde Optimizasyon, Yatırımlar ve Portföy Yönetimi",https://dergipark.org.tr/tr/pub/@yunus-ardicoglu,0,
Fatma Nur Şahan,Arş. Gör.,"Büyüme, Enflasyon, Kalkınma Ekonomisi - Makro",https://dergipark.org.tr/tr/pub/@fatma-nur-sahan,0,
Sukran Akgeyik,Arş. Gör.,Bebek ve Çocuk Sağlığı,https://dergipark.org.tr/tr/pub/@sukran-akgeyik,0,
Şeyma Aydıner Vural,Doktora,Eğitim Planlaması,https://dergipark.org.tr/tr/pub/@seyma.a.v.,0,
Esma Talo,Yüksek Lisans,Sınıf Eğitimi,https://dergipark.org.tr/tr/pub/@esma-talo,0,
Azar Akhundlu,Yüksek Lisans,Genel Jeoloji,https://dergipark.org.tr/tr/pub/@azar-akhundlu,0,
Hilal Kemaloğlu,Yüksek Lisans,"Alman Dili, Edebiyatı ve Kültürü, İngiliz ve İrlanda Dili, Edebiyatı ve Kültürü",https://dergipark.org.tr/tr/pub/@hilal-kemaloglu,0,
Selvi Nur Yavuzatmaca,Yüksek Lisans,Dil Çalışmaları (Diğer),https://dergipark.org.tr/tr/pub/@selvi-nur-yavuzatmaca,0,
A. Feyzi Bingol,Prof. Dr.,"Genel Jeoloji, Mineraloji-Petrografi, Bölgesel Planlama",https://dergipark.org.tr/tr/pub/@afbingol23,1,"MANTO PERİDOTİTLERİNDE KISMİ ERGİME VE METAZOMATİZMA ETKİSİ: KIZILDAĞ OFİYOLİTİ ÖRNEĞİ (HATAY, TÜRKİYE)"
Muhammad Elmuhammed,Bilinmiyor,Derin Öğrenme,https://dergipark.org.tr/tr/pub/@muhammad-elmuhammed,0,
Gülşah Cebecioğlu Yılmaz,Yüksek Lisans,Dilbilim (Diğer),https://dergipark.org.tr/tr/pub/@gulsah-cebecioglu-yilmaz,0,
Seyma Ozturk,Bilinmiyor,Yaratıcı Drama Eğitimi,https://dergipark.org.tr/tr/pub/@seyma-ozturk-676606,0,
Pamuk Demirelli,Yüksek Lisans,Eğitim Üzerine Çalışmalar (Diğer),https://dergipark.org.tr/tr/pub/@pamuk-demirelli,0,
Nevzat Erbil,Bilinmiyor,İletişim Mühendisliği,https://dergipark.org.tr/tr/pub/@nevzat-erbil,0,
Derya Gömek,Bilinmiyor,İç Hastalıkları,https://dergipark.org.tr/tr/pub/@derya-gomek,0,
Sümeyye Okyay,Doktora,Sinema,https://dergipark.org.tr/tr/pub/@sumeyye-okyay,0,
Hayat Ay,Bilinmiyor,Eğitim,https://dergipark.org.tr/tr/pub/@hayat-ay,0,
Muhammad Raheel Raza,Yüksek Lisans,Bilgisayar Yazılımı,https://dergipark.org.tr/tr/pub/@muhammad-raheel-raza,0,
İrem Dağoğlu,Bilinmiyor,"Beslenme Bilimi, Gıda ve Beslenme Dengesi, Klinik Beslenme, Spor ve Egzersiz Beslenmesi, Yeme Davranışları, Aşçılık",https://dergipark.org.tr/tr/pub/@irem-dagoglu,0,
Murat Altan,Yrd. Doç. Dr.,Beslenme ve Diyetetik (Diğer),https://dergipark.org.tr/tr/pub/@murat-altan-683760,0,
İrem Sönmez,Bilinmiyor,"Veteriner Biyokimya, Veteriner Bilimleri (Diğer)",https://dergipark.org.tr/tr/pub/@irem-sonmez-711683,0,
Muhittin Aksoy,Öğretim Görevlisi,Görüntü İşleme,https://dergipark.org.tr/tr/pub/@muhittin-aksoy,0,
Sena Ermiş,Yüksek Lisans,Eskiçağ Tarihi,https://dergipark.org.tr/tr/pub/@sena-ermis,0,
Yusuf Yuksel,Yüksek Lisans,Sosyal Bilgiler Eğitimi,https://dergipark.org.tr/tr/pub/@yukselyusuf,0,
Ayşe Ulaş,Yüksek Lisans,Sınıf Eğitimi,https://dergipark.org.tr/tr/pub/@ayse-ulas,0,
Emin Yaşar Afacan,Okutman,Uzaktan Algılama,https://dergipark.org.tr/tr/pub/@emin-yasar-afacan,0,
Güner Günbay,Yüksek Lisans,Eğitim Programları ve Öğretim (Diğer),https://dergipark.org.tr/tr/pub/@guner-gunbay,0,
Zehra Aksoy,Yüksek Lisans,Mekatronik Mühendisliği,https://dergipark.org.tr/tr/pub/@zehra_05,0,
Kadem Ergin,Yüksek Lisans,Kimya Mühendisliği,https://dergipark.org.tr/tr/pub/@kademio,0,
Kübra Fırat,Yüksek Lisans,Sınıf Eğitimi,https://dergipark.org.tr/tr/pub/@kubra-firat-633961,0,
șevval Ataș,Yüksek Lisans,Matematik Eğitimi,https://dergipark.org.tr/tr/pub/@atassevvall,0,
Zeynep Uslu,Yüksek Lisans,Mimarlık (Diğer),https://dergipark.org.tr/tr/pub/@zeynep-uslu-650797,0,
Şuhide İlayda Yavuz Kiliç,Yüksek Lisans,"Göç, Sığınma ve Mülteci Hukuku, Kamu Yönetimi",https://dergipark.org.tr/tr/pub/@suhide-ilayda-yavuz-kilic,0,
Aysun Sevinç,Yüksek Lisans,İletişim ve Medya Çalışmaları (Diğer),https://dergipark.org.tr/tr/pub/@aysunsevinc,0,
Gülşah Kılıç,Bilinmiyor,Sosyal Bilgiler Eğitimi,https://dergipark.org.tr/tr/pub/@gulsah-kilic,0,
Ali Çağrı Oral,Arş. Gör.,İç Hastalıkları,https://dergipark.org.tr/tr/pub/@ali-cagri-oral,0,
Sefa Kizirgil Sarı,Yüksek Lisans,Yapı Fiziği,https://dergipark.org.tr/tr/pub/@sefa-kizirgil-sari,1,"Türkiye’nin Soğuk İklim Bölgeleri için Optimum Yalıtım Kalınlığı,  Çevresel Etki ve Yoğuşma Analizi"
Mehmet Eroğlu,Dr.,Eğitim,https://dergipark.org.tr/tr/pub/@meroglu1983,0,
Neriman Çolakoğlu,Prof. Dr.,Sağlık Bilimleri,https://dergipark.org.tr/tr/pub/@neroli,0,
Müjdat Cirit,Bilinmiyor,Bilinmiyor,https://dergipark.org.tr/tr/pub/@mujdat-cirit,0,
Rabia Karol,Yüksek Lisans,"Türk Dili ve Edebiyatı, Klasik Türk Edebiyatı",https://dergipark.org.tr/tr/pub/@rabiakarol23,0,
Oguzhan Orhan,Doktora,"Malzeme Fiziği, Yoğun Madde Fiziği, Nanoteknoloji",https://dergipark.org.tr/tr/pub/@oguzhan-orhan-299571,0,
Fatma Yavuz,Doktora,"Fizik, Malzeme Fiziği, Yoğun Madde Fiziği, Nanoteknoloji",https://dergipark.org.tr/tr/pub/@fatma-yavuz-299598,0,
Melih Özdamar,Yüksek Lisans,Türk Halk Bilimi,https://dergipark.org.tr/tr/pub/@melihozdamar,0,
Veysel Kaba,Bilinmiyor,Bilgisayar Yazılımı,https://dergipark.org.tr/tr/pub/@veysel-kaba,0,
Melike Karacan,Yüksek Lisans,Termodinamik ve İstatistiksel Fizik,https://dergipark.org.tr/tr/pub/@melike-karacan,0,
Seher Akbalık,Bilinmiyor,İletişim Psikolojisi,https://dergipark.org.tr/tr/pub/@seher-akbalik,0,
Aygün Çam,Yüksek Lisans,Müzik,https://dergipark.org.tr/tr/pub/@aygun-cam,0,
Ömer Gündüz,Doktora,Kitle İletişimi,https://dergipark.org.tr/tr/pub/@omer-gunduz,0,
Mehmet H. Korkut,Prof. Dr.,Malzeme Bilimi ve Teknolojileri,https://dergipark.org.tr/tr/pub/@mhkorkut,0,
Aslıhan Dinç,Yüksek Lisans,Çevre Mühendisliği,https://dergipark.org.tr/tr/pub/@aslihan-dinc,0,
Nihan Ünlü,Doktora,Fizik,https://dergipark.org.tr/tr/pub/@nihan-unlu,0,
Vedat Azak,Arş. Gör.,Yapı Malzemeleri,https://dergipark.org.tr/tr/pub/@vedat-azak,0,
Ayten Geçmez,Doktora,Devreler ve Sistemler,https://dergipark.org.tr/tr/pub/@ayten-gecmez,0,
Cihad Kayalı,Bilinmiyor,Egzersiz ve Spor Bilimleri,https://dergipark.org.tr/tr/pub/@cihad-kayali,0,
Özge Demir,Yüksek Lisans,"Halkla İlişkiler, Kurumsal İletişim",https://dergipark.org.tr/tr/pub/@ozge-demir-361687,0,
Emre Burak Kürüm,Yüksek Lisans,"İnşaat Geoteknik Mühendisliği, Uygulamalı Jeoloji",https://dergipark.org.tr/tr/pub/@emre-burak-kurum,0,
Kadri Kurt,Dr.,Fizik,https://dergipark.org.tr/tr/pub/@kadri-kurt-335287,0,
Sara Jamal Husseın,Yüksek Lisans,Bilgi ve Bilgi İşleme Bilimleri,https://dergipark.org.tr/tr/pub/@sara-jamal-hussein-388417,0,
Uğur Arslan,Yüksek Lisans,Sosyal Bilgiler Eğitimi,https://dergipark.org.tr/tr/pub/@ugur_arslan,0,
Hasan Basri Güler,Yüksek Lisans,Ağ Mühendisliği,https://dergipark.org.tr/tr/pub/@hasan-basri-guler,0,
Seher Tığantemur,Yüksek Lisans,Fen Bilgisi Eğitimi,https://dergipark.org.tr/tr/pub/@seher-tigantemur,0,
Ahmet Bingöl,Bilinmiyor,"Bilgi ve Bilgi İşleme Bilimleri, Bilgi Sistemleri, Görüntü İşleme, Ağ Oluşturma ve İletişim, Bulut Bilişim, Algoritmalar ve Hesaplama Kuramı, İnsan Bilgisayar Etkileşimi, Makine Öğrenme, Bilgi Güvenliği ve Kriptoloji, Büyük Veri, Veritabanı Sistemleri, Yapay Zeka, Doğal Dil İşleme, Bilgisayar Sistem Yazılımı, Bilgisayar Yazılımı, Programlama Dilleri, Biyoinformatik ve Hesaplamalı Biyoloji, Bilişim ve Teknoloji Hukuku, Dijital İşlemci Mimarileri, Gömülü Sistemler, Mekatronik Mühendisliği",https://dergipark.org.tr/tr/pub/@ahmetbingol,0,
Bengisu Dere,Yüksek Lisans,İktisat Tarihi,https://dergipark.org.tr/tr/pub/@bdere,0,
Mutlu Kuluöztürk,Dr.,"Göğüs Hastalıkları, Eğitim",https://dergipark.org.tr/tr/pub/@mkuluozturk,0,
Şeyda Deveci,Yüksek Lisans,Eğitim Yönetimi,https://dergipark.org.tr/tr/pub/@seyda-deveci,0,
Ufuk Kaya,Bilinmiyor,Elektrik Mühendisliği,https://dergipark.org.tr/tr/pub/@ufuk-kaya-457892,0,
Enes Saylan,Yüksek Lisans,Arap Dili ve Belagatı,https://dergipark.org.tr/tr/pub/@enes-saylan,0,
Zülfiye Beyza Metin,Bilinmiyor,Bilgi Güvenliği ve Kriptoloji,https://dergipark.org.tr/tr/pub/@zulfiye-beyza-metin,0,
Yaprak Büyüktanır,Bilinmiyor,Rehabilitasyon,https://dergipark.org.tr/tr/pub/@yaprak-buyuktanir,0,
Enes Duman,Yüksek Lisans,"Radyo-Televizyon, Yeni Medya, Siyasal İletişim, Bilgisayar Oyunları ve Animasyon, Sinema, Film Eleştirisi, Film Yapım ve Yönetimi",https://dergipark.org.tr/tr/pub/@enes-duman-403224,0,
Muhsin Çapkan,Yüksek Lisans,"Ekonomi Politik Teorisi, Büyüme, Enflasyon",https://dergipark.org.tr/tr/pub/@muhsin-capkan-477405,0,
Alparslan Koç,Yüksek Lisans,Bilgisayar Yazılımı,https://dergipark.org.tr/tr/pub/@alparslan-koc,0,
Asiye Başak Coşkun,Bilinmiyor,Rehabilitasyon,https://dergipark.org.tr/tr/pub/@asiye-basak-coskun,0,
Mikail Ayas,Yüksek Lisans,"Ortadoğu Çalışmaları, Türk Dünyası Çalışmaları, Arkeoloji, Yakınçağ Tarihi, Yakınçağ Afrika Tarihi, Yakınçağ Akdeniz Tarihi, Yakınçağ Askeri Tarih, Yakınçağ Balkan Tarihi, Yakınçağ Basın Tarihi, Yakınçağ Denizcilik Tarihi, Yakınçağ Kent Tarihi, Yakınçağ Ortadoğu Tarihi, Yakınçağ Osmanlı Tarihi, Yakınçağ Yenileşme Tarihi, Yeniçağ Tarihi, Yeniçağ Akdeniz Tarihi, Yeniçağ Asya Tarihi, Yeniçağ Avrupa Tarihi, Yeniçağ Balkan Tarihi, Yeniçağ Kent Tarihi, Yeniçağ Keşifler ve Sömürgecilik Tarihi, Yeniçağ Ortadoğu Tarihi, Yeniçağ Osmanlı Tarihi, Yeniçağ Yenileşme Tarihi, Osmanlı Tarihi",https://dergipark.org.tr/tr/pub/@mikail-ayas,0,
Kadriye Vuslat Tavut,Arş. Gör.,Halk Sağlığı,https://dergipark.org.tr/tr/pub/@kadriye-vuslat-tavut,0,
Ahsen Hangün,Yüksek Lisans,Sosyoloji,https://dergipark.org.tr/tr/pub/@ahsen-hangun,0,
Mustafa Deniz,Yüksek Lisans,Tıbbi Fizyoloji,https://dergipark.org.tr/tr/pub/@mustafa-deniz-545537,0,
Selinda Tuğçe Budak,Yüksek Lisans,Temel Eğitim,https://dergipark.org.tr/tr/pub/@selinda-tugce-budak,0,
Harun Alçiçek,Doktora,Bilgisayar Yazılımı,https://dergipark.org.tr/tr/pub/@harun-alcicek,0,
Çağrı Şahin,Arş. Gör.,"Yapay Görme, Yapay Zeka (Diğer)",https://dergipark.org.tr/tr/pub/@cagrisahinmaun,0,
Rüveyda Şeker,Arş. Gör.,Halk Sağlığı,https://dergipark.org.tr/tr/pub/@ruveyda-seker,0,
Merve Kaya Çınar,Yüksek Lisans,Kimya Mühendisliği,https://dergipark.org.tr/tr/pub/@merve-kaya-cinar,0,
Mervenur Keleş,Yüksek Lisans,Bilinmiyor,https://dergipark.org.tr/tr/pub/@mervenur-keles,0,
Yasin Çağlar,Uzman,Güney-Batı (Oğuz) Türk Lehçeleri ve Edebiyatları,https://dergipark.org.tr/tr/pub/@yasin-caglar,0,
Fatime Gül Koçsoy,Bilinmiyor,"Kuzey Amerika Dilleri, Edebiyatları ve Kültürleri",https://dergipark.org.tr/tr/pub/@fatime-gul-kocsoy,0,
Şeydanur Adar,Doktora,Biyomühendislik,https://dergipark.org.tr/tr/pub/@seydanur-adar,0,
Samet Cengiz,Doktora,Ortaçağ Tarihi,https://dergipark.org.tr/tr/pub/@samet-cengiz,0,
Cüneyd Karakaya,Yüksek Lisans,Kuran-ı Kerim Okuma ve Kıraat,https://dergipark.org.tr/tr/pub/@cuneyd-karakaya,0,
Brzo Latif Muhammed Amin,Yüksek Lisans,Gıda Bilimleri,https://dergipark.org.tr/tr/pub/@brzo-latif-muhammed-amin,0,
Gizem Tunç,Yüksek Lisans,"Strateji, Yönetim ve Örgütsel Davranış",https://dergipark.org.tr/tr/pub/@gizem-tunc,0,
Serhat Sadık Boztepe,Bilinmiyor,Türk Dili ve Edebiyatı,https://dergipark.org.tr/tr/pub/@serhat-sadik-boztepe,0,
Eda Şahin,Yüksek Lisans,İletişim Çalışmaları,https://dergipark.org.tr/tr/pub/@eda-sahin-344236,0,
Ahmet Cihan,Yüksek Lisans,"Arap Dili, Edebiyatı ve Kültürü",https://dergipark.org.tr/tr/pub/@ahmet-cihan-385039,0,
Ferhat Kara,Bilinmiyor,"Ziraat, Veterinerlik ve Gıda Bilimleri",https://dergipark.org.tr/tr/pub/@ferhat-kara-400061,0,
Demet Kılınç Öztürk,Yüksek Lisans,Çeviribilim,https://dergipark.org.tr/tr/pub/@demet-kilinc-ozturk,0,
Habib Yıldırım,Yüksek Lisans,Turizm,https://dergipark.org.tr/tr/pub/@habib-yildirim,0,
Mustafa Bülbül,Arş. Gör.,Göz Hastalıkları ve Göz Ölçümleri,https://dergipark.org.tr/tr/pub/@mustafa-bulbul-573295,0,
Merve Sadak,Bilinmiyor,Çağdaş Türk Lehçeleri ve Edebiyatları,https://dergipark.org.tr/tr/pub/@merve-sadak,0,
Beyan Talo,Doktora,Dahili Hastalıklar Hemşireliği,https://dergipark.org.tr/tr/pub/@beyan-talo,0,
Mehpare Gönüldaş,Yüksek Lisans,Matematik Eğitimi,https://dergipark.org.tr/tr/pub/@mehpare-gonuldas,0,
Aslı Yüsra Kavak,Yüksek Lisans,Endüstriyel ve Örgütsel Psikoloji (İnsan Faktörleri Dahil),https://dergipark.org.tr/tr/pub/@asli-yusra-kavak,0,
Nisa Nur Karakaplan,Yüksek Lisans,"Veteriner Biyokimya, Veteriner Doğum ve Jinekoloji, Veteriner Mikrobiyolojisi, Zootekni, Genetik ve Biyoistatistik, Hayvan Besleme ve Beslenme Hastalıkları",https://dergipark.org.tr/tr/pub/@nisa-nur-karakaplan,0,
Orkhan Mammadzada,Yüksek Lisans,Maliye Politikası,https://dergipark.org.tr/tr/pub/@orkhan-mammadzada,0,
Mehmet Güneş,Yüksek Lisans,Eğitim,https://dergipark.org.tr/tr/pub/@mehmet-gunes-566111,0,
Fatih Demir,Dr. Öğr. Üyesi,Beyin ve Sinir Cerrahisi (Nöroşirurji),https://dergipark.org.tr/tr/pub/@fatih-demir-756283,0,
İhsan Yılmaz,Bilinmiyor,Bilgi Sistemleri Kullanıcı Deneyimi Tasarımı ve Geliştirme,https://dergipark.org.tr/tr/pub/@ihsan-yilmaz-763240,0,
Bestami Bodruk,Yüksek Lisans,"Gazetecilik, Bilim ve Teknoloji Sosyolojisi ve Sosyal Bilimler",https://dergipark.org.tr/tr/pub/@bestami-bodruk,0,
Edanur Ecer,Bilinmiyor,Bilgi Güvenliği Yönetimi,https://dergipark.org.tr/tr/pub/@edanur-ecer,0,
Şenay Canıbek,Bilinmiyor,Sınıfiçi Ölçme Uygulamaları,https://dergipark.org.tr/tr/pub/@senay-canibek,0,
Cemre Yılmaz,Yüksek Lisans,Dil Çalışmaları (Diğer),https://dergipark.org.tr/tr/pub/@cemre-yilmaz-761132,0,
Halil Uslu,Yüksek Lisans,Deep Learning,https://dergipark.org.tr/tr/pub/@halil-uslu,0,
Özgür Canpolat,Prof. Dr.,"Water Quality and Water Pollution, Limnology",https://dergipark.org.tr/tr/pub/@ozgur-canpolat,0,
Aziz Yiğit,Yüksek Lisans,"Endüstri Mühendisliği, Ergonomi ve İnsan Faktörleri Yönetimi, Sistem Mühendisliği, Teknoloji Yönetimi ve İş Modelleri, Üretim ve Endüstri Mühendisliği (Diğer)",https://dergipark.org.tr/tr/pub/@aziz-yigit,0,
Emre Alperen Borazan,Yüksek Lisans,İletişim Sosyolojisi,https://dergipark.org.tr/tr/pub/@emre-alperen-borazan,0,
Zeynep Kılıç,Yüksek Lisans,"Karar Desteği ve Grup Destek Sistemleri, Çok Ölçütlü Karar Verme",https://dergipark.org.tr/tr/pub/@zeynep-kilic-762983,1,ELEKTRİKLİ ARAÇ SEÇİMİNDE ÇOK KRİTERLİ KARAR VERME YÖNTEMLERİNİN KULLANIMI: TÜRKİYE ELEKTRİKLİ ARAÇ PAZARI İÇİN BİR ARAŞTIRMA
Fidan Karabaş,Bilinmiyor,"Bakım Modelleri ve Doğum Yeri, Doğumun Psikososyal Yönleri ve Perinatal Ruh Sağlığı, Klinik Ebelik, Ebelik (Diğer)",https://dergipark.org.tr/tr/pub/@fidan-karabas,0,
Berkan Balık,Yüksek Lisans,Kuran-ı Kerim Okuma ve Kıraat,https://dergipark.org.tr/tr/pub/@berkan-balik,0,
Mehmet Ali Durur,Dr. Öğretim Görevlisi,Tefsir,https://dergipark.org.tr/tr/pub/@drrmhmt,0,
Abdoul Bhassit Bonkoungou,Bilinmiyor,Dölerme ve Suni Tohumlama,https://dergipark.org.tr/tr/pub/@abdoul-bhassit-bonkoungou,1,Farklı Özellikteki Tris Sulandırıcıları ile Sulandırılan Koç Spermasının Dondurularak Saklanabilirliği Üzerine Dondurma Hızının Etkisi
Özlem Aydın,Doktora,"Makine Mühendisliği (Diğer), Kompozit ve Hibrit Malzemeler",https://dergipark.org.tr/tr/pub/@ozlem-aydin-770786,0,
Ezgi Gözütok,Bilinmiyor,Quantum Computers,https://dergipark.org.tr/tr/pub/@ezgi-gozutok,0,
Feyza Nur Kavaklı,Bilinmiyor,İkinci Bir Dil Olarak İngilizce,https://dergipark.org.tr/tr/pub/@feyza-nur-kavakli,0,
Pinar Savci,Yüksek Lisans,"Doğal Dil İşleme, Konuşma Üretimi, Modelleme ve Simülasyon",https://dergipark.org.tr/tr/pub/@pinar-savci-758032,0,
Esra Manay,Yüksek Lisans,Fen ve Matematik Alanları Eğitimi,https://dergipark.org.tr/tr/pub/@esra-manay,0,
Abdullah Mert,Doktora,Veteriner Cerrahi,https://dergipark.org.tr/tr/pub/@abdullah-mert-686498,0,
Edip Furkan Özsoy,Doktora,"Deprem Mühendisliği, Yapı Malzemeleri",https://dergipark.org.tr/tr/pub/@edip-furkan-ozsoy,1,Uçucu Kül ve Yüksek Fırın Cürufu Esaslı Alkali Aktivasyonlu Kompozitlerin Yüksek Sıcaklık Performanslarının Araştırılması
Zülfiye Beyza Metin,Arş. Gör.,Bilgi Güvenliği ve Kriptoloji,https://dergipark.org.tr/tr/pub/@beyzametin,0,
Rabia Nur Çelik,Bilinmiyor,"Sağlıkta Bilgi İşleme, Halk Sağlığı Beslenmesi",https://dergipark.org.tr/tr/pub/@rabia-nur-celik,0,
Çağrı Karakaş,Doktora,Makine Öğrenmesi Algoritmaları,https://dergipark.org.tr/tr/pub/@cagrikarakas,1,An Innovative Approach for Mission Sharing and Route Planning of Swarm Unmanned Aerial Vehicles in Disaster Management
Ali Taha Yaşar,Dr.,Diş Hekimliği (Diğer),https://dergipark.org.tr/tr/pub/@ali-taha-yasar,0,
Pınar Bal,Yüksek Lisans,"Görüntü İşleme, Devreler ve Sistemler",https://dergipark.org.tr/tr/pub/@pinar.bal,0,
Gökhan Özdemir,Bilinmiyor,"Bilgi Güvenliği Yönetimi, Yönetim Bilişim Sistemleri",https://dergipark.org.tr/tr/pub/@gokhan-ozdemir-776073,0,
Ezgi Taşkın,Doktora,Elektrik Makineleri ve Sürücüler,https://dergipark.org.tr/tr/pub/@ezgi-taskin,0,
Murat İnceöz,Yrd. Doç. Dr.,Genel Jeoloji,https://dergipark.org.tr/tr/pub/@murat-inceoz,0,
Reyhan Tuba İşgüzar,Yüksek Lisans,"Yeni Türk Dili (Eski Anadolu, Osmanlı, Türkiye Türkçesi)",https://dergipark.org.tr/tr/pub/@reyhan-tuba-isguzar,0,
Zeynep Gülcan Kökçam,Yüksek Lisans,"Mimari Bilim ve Teknoloji, Mimari Tasarım, Mimarlık ve Tasarımda Bilgi Teknolojileri",https://dergipark.org.tr/tr/pub/@zeynep-gulcan-kokcam,0,
Bahadir Han Turan,Yüksek Lisans,Endüstriyel Biyoteknolojik Tanılama,https://dergipark.org.tr/tr/pub/@bahadir-han-turan-782536,0,
Büşra Ak,Bilinmiyor,"Gastroenteroloji ve Hepatoloji, Spor Hekimliği, Sağlık Bilimleri Eğitimi ve Program Geliştirme: Tıp, Hemşirelik ve Sağlık Bilimleri, Antrenman, Egzersiz Fizyolojisi, Engelliler için Beden Eğitimi, Spor ve Fiziksel Aktivite, Spor ve Beslenme, Beslenme Epidemiyolojisi, Geleneksel Çin Tıbbı ve Tedavileri, Fitoterapi, Tıbbi Bitkiler",https://dergipark.org.tr/tr/pub/@busra-ak-760200,0,
Kenan Saltık,Öğretim Görevlisi,"Aile ve İlişkiler Sosyolojisi, Cinsiyet Sosyolojisi",https://dergipark.org.tr/tr/pub/@kenan-saltik,0,
Gamze Dağdeviren,Doktora,Spor Sosyolojisi,https://dergipark.org.tr/tr/pub/@gamze-dagdeviren,0,
